ID,Model,ModelParameters,TransformationParameters,Ensemble
147acdd5af521b75962aba143d303fdb,ConstantNaive,"{""constant"": 0}","{""fillna"": ""mean"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""FFTDecomposition""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}}}",0
1a056f0add4a0fc49a472965b0206556,ETS,"{""damped_trend"": false, ""trend"": null, ""seasonal"": null, ""seasonal_periods"": null}","{""fillna"": ""fake_date"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""FFTDecomposition"", ""3"": ""AlignLastValue""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}, ""3"": {""rows"": 4, ""lag"": 1, ""method"": ""additive"", ""strength"": 1.0, ""first_value_only"": false}}}",0
24ba42b4e3c9280f0c7598117217b6e8,Ensemble,"{""model_name"": ""BestN"", ""model_count"": 3, ""model_metric"": ""mixed_metric"", ""models"": {""2a3199f94646448c27f41ff3c7b156a5"": {""Model"": ""MAR"", ""ModelParameters"": ""{\""seasonality\"": 7, \""family\"": \""gaussian\"", \""maxiter\"": 200}"", ""TransformationParameters"": ""{\""fillna\"": \""ffill_mean_biased\"", \""transformations\"": {\""0\"": \""StandardScaler\"", \""1\"": \""PCA\"", \""2\"": \""FFTDecomposition\"", \""3\"": \""Slice\"", \""4\"": \""RollingMean100thN\""}, \""transformation_params\"": {\""0\"": {}, \""1\"": {\""whiten\"": false}, \""2\"": {\""n_harmonics\"": \""mid20\"", \""detrend\"": null}, \""3\"": {\""method\"": 0.5}, \""4\"": {}}}""}, ""1a108b14c30f3b19703ec36ac61bb6a9"": {""Model"": ""GLS"", ""ModelParameters"": ""{}"", ""TransformationParameters"": ""{\""fillna\"": \""rolling_mean\"", \""transformations\"": {\""0\"": \""RollingMeanTransformer\"", \""1\"": \""PCA\"", \""2\"": \""Detrend\"", \""3\"": \""Slice\""}, \""transformation_params\"": {\""0\"": {\""fixed\"": true, \""window\"": 3}, \""1\"": {\""whiten\"": false}, \""2\"": {\""model\"": \""Linear\""}, \""3\"": {\""method\"": 0.5}}}""}, ""2c5a2dc367751ade555b31635d1a18e1"": {""Model"": ""AverageValueNaive"", ""ModelParameters"": ""{\""method\"": \""Weighted_Mean\"", \""window\"": null}"", ""TransformationParameters"": ""{\""fillna\"": \""ffill_mean_biased\"", \""transformations\"": {\""0\"": \""QuantileTransformer\"", \""1\"": \""PCA\"", \""2\"": \""FFTDecomposition\"", \""3\"": \""RegressionFilter\"", \""4\"": \""AlignLastValue\""}, \""transformation_params\"": {\""0\"": {\""output_distribution\"": \""uniform\"", \""n_quantiles\"": 53}, \""1\"": {\""whiten\"": false}, \""2\"": {\""n_harmonics\"": \""mid20\"", \""detrend\"": null}, \""3\"": {\""sigma\"": 1, \""rolling_window\"": 90, \""run_order\"": \""season_first\"", \""regression_params\"": {\""regression_model\"": {\""model\"": \""ElasticNet\"", \""model_params\"": {}}, \""datepart_method\"": [\""dayofweek\"", 365.25], \""polynomial_degree\"": null, \""transform_dict\"": null, \""holiday_countries_used\"": false}, \""holiday_params\"": null}, \""4\"": {\""rows\"": 1, \""lag\"": 1, \""method\"": \""additive\"", \""strength\"": 1.0, \""first_value_only\"": false}}}""}}, ""model_weights"": {}, ""point_method"": ""mean""}",{},1
25d5dc6d9e5a7d99b9fef2d57a6899eb,FFT,"{""n_harmonics"": 6, ""detrend"": ""linear""}","{""fillna"": ""mean"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""RollingMean100thN""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {}}}",0
26a16bcf841e0fcc177c7bcdac45d724,MAR,"{""seasonality"": 2, ""family"": ""gaussian"", ""maxiter"": 200}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""FFTDecomposition"", ""3"": ""Slice"", ""4"": ""RollingMean100thN""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}, ""3"": {""method"": 0.5}, ""4"": {}}}",0
26de187f1bfe9c6e3099ab7e77deae73,ConstantNaive,"{""constant"": 0}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""FFTDecomposition""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}}}",0
279c4f25106d58146649aa97b11a997f,GLM,"{""family"": ""Gamma"", ""constant"": false, ""regression_type"": null}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""RollingMean100thN""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {}}}",0
2a3199f94646448c27f41ff3c7b156a5,MAR,"{""seasonality"": 7, ""family"": ""gaussian"", ""maxiter"": 200}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""FFTDecomposition"", ""3"": ""Slice"", ""4"": ""RollingMean100thN""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}, ""3"": {""method"": 0.5}, ""4"": {}}}",0
3326bc97357301a48a965c0e05cd4e38,DatepartRegression,"{""regression_model"": {""model"": ""SVM"", ""model_params"": {}}, ""datepart_method"": ""expanded"", ""polynomial_degree"": null, ""regression_type"": null}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""QuantileTransformer"", ""1"": ""PCA"", ""2"": ""FFTDecomposition"", ""3"": ""Slice""}, ""transformation_params"": {""0"": {""output_distribution"": ""uniform"", ""n_quantiles"": 53}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}, ""3"": {""method"": 0.5}}}",0
35b3f29a9c3ff506685f637551d35032,ConstantNaive,"{""constant"": 0}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}}}",0
