ID,Model,ModelParameters,TransformationParameters,Ensemble
9a81c97dec8edd2a4df096d3a924c486,SectionalMotif,"{""window"": 10, ""point_method"": ""weighted_mean"", ""distance_metric"": ""cityblock"", ""include_differenced"": true, ""k"": 1, ""stride_size"": 1, ""regression_type"": null}","{""fillna"": ""zero"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""PositiveShift"", ""3"": ""AlignLastValue""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {}, ""3"": {""rows"": 1, ""lag"": 1, ""method"": ""multiplicative"", ""strength"": 0.2, ""first_value_only"": false}}}",0
42a7423dd7187fe76f8c2f8456aaf31e,NVAR,"{""k"": 1, ""ridge_param"": 2e-06, ""warmup_pts"": 1, ""seed_pts"": 10, ""seed_weighted"": null, ""batch_size"": 10, ""batch_method"": ""input_order""}","{""fillna"": ""ffill"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""bkfilter"", ""3"": ""ScipyFilter"", ""4"": ""CenterLastValue"", ""5"": ""MinMaxScaler""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {}, ""3"": {""method"": ""savgol_filter"", ""method_args"": {""window_length"": 7, ""polyorder"": 2, ""deriv"": 1, ""mode"": ""nearest""}}, ""4"": {""rows"": 2}, ""5"": {}}}",0
31a54da93484b908b7be077b479237da,UnivariateMotif,"{""window"": 10, ""point_method"": ""weighted_mean"", ""distance_metric"": ""minkowski"", ""k"": 15, ""max_windows"": 10000}","{""fillna"": ""akima"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""PctChangeTransformer""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {}}}",0
f72bf80975a5be0763406f9097c644c4,SeasonalityMotif,"{""window"": 10, ""point_method"": ""weighted_mean"", ""distance_metric"": ""canberra"", ""k"": 1, ""datepart_method"": ""common_fourier""}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""FFTDecomposition"", ""3"": ""Slice""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}, ""3"": {""method"": 0.5}}}",0
a0c03848920ed2c80901a29c4228cd79,AverageValueNaive,"{""method"": ""Weighted_Mean"", ""window"": null}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""SinTrend"", ""1"": ""PCA"", ""2"": ""FFTDecomposition"", ""3"": ""Slice""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}, ""3"": {""method"": 0.5}}}",0
3b6b33b4e56a55bf1e379e583c4a6abb,SeasonalNaive,"{""method"": ""mean"", ""lag_1"": 12, ""lag_2"": null}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""SinTrend"", ""1"": ""PCA"", ""2"": ""FFTDecomposition""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}}}",0
b71fb241e3345f8e55ea43fd2be72665,GLS,{},"{""fillna"": ""ffill"", ""transformations"": {""0"": ""bkfilter"", ""1"": ""PCA"", ""2"": ""FFTDecomposition"", ""3"": ""Slice""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}, ""3"": {""method"": 0.5}}}",0
7fe44f8c4d629840c4c32a9eb8bc2c02,GLS,{},"{""fillna"": ""ffill"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""FFTDecomposition"", ""3"": ""Slice""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}, ""3"": {""method"": 0.5}}}",0
72078ca879247099c987d4ed3fabcdcc,FFT,"{""n_harmonics"": 100, ""detrend"": ""linear""}","{""fillna"": ""linear"", ""transformations"": {""0"": ""MinMaxScaler"", ""1"": ""PCA"", ""2"": ""FFTDecomposition""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}}}",0
9fa55d2d966f4d3cf17e6f41c3fe500d,UnivariateMotif,"{""window"": 14, ""point_method"": ""midhinge"", ""distance_metric"": ""minkowski"", ""k"": 5, ""max_windows"": 10000}","{""fillna"": ""ffill_mean_biased"", ""transformations"": {""0"": ""StandardScaler"", ""1"": ""PCA"", ""2"": ""Slice"", ""3"": ""RollingMean100thN""}, ""transformation_params"": {""0"": {}, ""1"": {""whiten"": false}, ""2"": {""method"": 0.5}, ""3"": {}}}",0
bafb484b190619bda8ac393e0eae7ad1,AverageValueNaive,"{""method"": ""Median"", ""window"": 84}","{""fillna"": ""rolling_mean_24"", ""transformations"": {""0"": ""DiffSmoother"", ""1"": ""PCA"", ""2"": ""FFTDecomposition"", ""3"": ""CenterSplit"", ""4"": ""SeasonalDifference""}, ""transformation_params"": {""0"": {""method"": ""EE"", ""method_params"": {""contamination"": 0.1, ""assume_centered"": false, ""support_fraction"": 0.8}, ""transform_dict"": null, ""reverse_alignment"": true, ""isolated_only"": true, ""fillna"": ""linear""}, ""1"": {""whiten"": false}, ""2"": {""n_harmonics"": ""mid20"", ""detrend"": null}, ""3"": {""fillna"": ""mean"", ""center"": ""zero""}, ""4"": {""lag_1"": 4, ""method"": ""Mean""}}}",0
